Season,No. in series,No. in season,Title_Text,Title_Link,Original air date,U.S. viewers (millions),Short Summary
Season 8,155,7,"""Put Me In, Coach""","https://greysanatomy.fandom.com/wiki/Put_Me_In,_Coach","October 27, 2011",9.93,"Owen stresses teamwork and moves his leadership role over to the baseball field when he signs the doctors up for a baseball league, pitting them against their biggest competition, Seattle Presbyterian. Lexie tries to hide her jealous rage when she sees Mark with a new woman, but her emotions get the better of her. Alex fights to keep Zola at Seattle Grace after it is suggested that she be moved to another hospital due to a conflict of interest with Meredith and Derek. Richard scolds Meredith and Bailey for their feud."
Season 8,156,8,"""Heart-Shaped Box""",https://greysanatomy.fandom.com/wiki/Heart-Shaped_Box,"November 3, 2011",9.52,"The doctors become nostalgic when George O'Malley's mother, Louise, returns to Seattle Grace for medical help after a botched surgery at a neighboring hospital. The residents are inspired by a medical miracle when they witness a harvested heart that continues to beat outside the body. A new pediatric fellow excites Arizona and makes Alex feel threatened. Jackson lets his suspicions about Mark and Lexie interfere with his work and Henry and Teddy have their first marital fight when he expresses interest in pursuing medical school."
Season 8,157,9,"""Dark Was the Night""",https://greysanatomy.fandom.com/wiki/Dark_Was_the_Night,"November 10, 2011",11.29,Teddy puts her husband's life in the hands of her peers when Henry is sent to the OR for surgery and she's called away on another case. Meredith and Derek receive the long-awaited news about Zola. Callie and Jackson come under fire when their patient experiences post-surgery complications and Meredith and Alex are involved in a life-threatening situation when they travel to a neighboring hospital to tend to a sick newborn.
Season 8,158,10,"""Suddenly""",https://greysanatomy.fandom.com/wiki/Suddenly,"January 5, 2012",12.12,"A severe car crash involving an entire family results in an all-hands-on situation in the ER, as the eldest daughter is left to make the toughest decision of her life. Meanwhile, Teddy, still in the dark about Henry's death, calls upon Cristina to help with her patient in the O.R., and Lexie finds herself working alongside Mark's new girlfriend, Julia, during an eye surgery."
Season 8,159,11,"""This Magic Moment""",https://greysanatomy.fandom.com/wiki/This_Magic_Moment,"January 12, 2012",10.71,The doctors split into teams for a risky surgery involving conjoined twins. Bailey recruits Meredith to be a buffer between her and Ben when he puts pressure on moving their relationship to a more serious level. Richard teaches Alex a tough lesson in the OR. Meanwhile Teddy questions Cristina about what exactly happened to Henry during his surgery.
Season 8,160,12,"""Hope for the Hopeless""",https://greysanatomy.fandom.com/wiki/Hope_for_the_Hopeless,"January 19, 2012",9.42,"Richard performs his 10,000th surgery on a pair of bickering sisters who come into the hospital for a liver transplant. Derek and Lexie take on a neuroblastoma case that has been previously deemed inoperable. Teddy and Cristina cross the line when they go against Owen's orders and try to steal a case from Alex and Dr. McQueen. Ellis Grey's shadow looms as Meredith searches for a specialty. Meanwhile Adele is brought into the hospital after she is found wandering the streets."
Season 8,161,13,"""If/Then""",https://greysanatomy.fandom.com/wiki/If/Then,"February 2, 2012",9.71,"As Meredith puts Zola to bed and falls asleep, she begins to wonder -- what if her mother had never had Alzheimer's and she'd had loving, supportive parents? The reverberations of a happy Meredith Grey change the world of Seattle Grace as we know it. What if she had never met Derek in that bar and he had never separated from Addison? What if Callie and Owen had become a couple long before she met Arizona? And what if Bailey never evolved from the meek intern she once was?"
Season 8,162,14,"""All You Need is Love""",https://greysanatomy.fandom.com/wiki/All_You_Need_is_Love,"February 9, 2012",10.27,"In the spirit of Valentine's Day, Meredith and Derek try to have a night to themselves when Lexie offers to watch Zola. Callie hands babysitting duties over to Mark so that she can surprise Arizona with a romantic evening and Ben proves to Bailey that he knows her better than she thinks. Meanwhile, the ER fills with romantics, including a 10-year-old girl who has an allergic reaction to chocolates from her valentine and a man who is hit by a car while chasing down his frustrated girlfriend."
Season 8,163,15,"""Have You Seen Me Lately?""",https://greysanatomy.fandom.com/wiki/Have_You_Seen_Me_Lately%3F,"February 16, 2012",8.31,"In a final attempt to saveErica'slife, Amelia arrives at Seattle Grace to beg Derek for help with the gliosarcoma case. Cristina and Owen engage in heated arguments during marriage counseling. Alex realizes that in order to be a good doctor, he'll need to improve his people skills and Meredith is given a chance to shine when a man enters the ER after getting his hand stuck in meat grinder. Meanwhile, the residents continue to study for their upcoming oral boards."
Season 8,164,16,"""If Only You Were Lonely""",https://greysanatomy.fandom.com/wiki/If_Only_You_Were_Lonely,"February 23, 2012",9.06,"As Adele's condition continues to deteriorate, Richard considers altering their living situation. An explosion at a local coffee shop results in a busy day in the ER for the doctors. Callie takes Meredith under her wing by helping her study for her boards. Lexie joins Arizona and Alex in peds, as they continue to care for intern Morgan's premature son and when Jackson snaps at a patient, Mark encourages him to find ways to relieve his stress. Meanwhile, Cristina lets her suspicions get the best of her."
Season 8,165,17,"""One Step Too Far""",https://greysanatomy.fandom.com/wiki/One_Step_Too_Far,"March 15, 2012",9.62,"Derek encourages a hesitant Meredith to work with him again in neurology. Jackson’s mother, Catherine Avery, returns to Seattle Grace with a urology fellow and develops an interest in Richard. Cristina becomes increasingly suspicious of Owen’s every move. Meanwhile, Alex tries to deny the fact that Morgan may be falling for him."
Season 8,166,18,"""The Lion Sleeps Tonight""",https://greysanatomy.fandom.com/wiki/The_Lion_Sleeps_Tonight,"April 5, 2012",8.19,"A lion breaks loose in Seattle, leaving a couple's lives and relationship at risk. Lexie overhears Mark's discussion about moving in with Julia. Teddy begins to take steps towards coming to terms with Henry's death. Callie grills Arizona on her past lovers and Alex requests to be taken off Morgan's preemie case when she becomes too dependent on him. Meanwhile, Meredith tries to be a support for Cristina as the tension between her and Owen hits a boiling point."
Season 8,167,19,"""Support System""",https://greysanatomy.fandom.com/wiki/Support_System,"April 12, 2012",8.85,"A devastated Cristina presses Owen to confess the intimate details of his affair. Mark takes his new authority very seriously when he steps in as chief for the day and butts heads with Richard over a patient's liver transplant and Callie deems Meredith ready for the boards, while the rest of the residents continue to stress about the exam. Meanwhile, Callie, Arizona, and Bailey plan a much needed ladies' night for Teddy."
Season 8,168,20,"""The Girl with No Name""",https://greysanatomy.fandom.com/wiki/The_Girl_with_No_Name,"April 19, 2012",9.82,The hospital becomes the center of attention as a victim of a famous kidnapping case is brought into the hospital. The fifth years take their placement interviews. Adele Webber's memory continues to deteriorate.
Season 8,169,21,"""Moment of Truth""",https://greysanatomy.fandom.com/wiki/Moment_of_Truth,"April 26, 2012",9.45,"After five years of practice, the residents head to San Francisco for their oral boards. Sparks fly between Catherine and Richard when they bump into each other at the hotel. Bailey intervenes after Owen and Teddy get into a heated argument about their young car crash patient and Mark tries to recruit Lexie for one of his cases. Meanwhile, Alex feels guilty for being away from the hospital when Tommy's health begins to fail."
Season 8,170,22,"""Let the Bad Times Roll""",https://greysanatomy.fandom.com/wiki/Let_the_Bad_Times_Roll,"May 3, 2012",9.24,"The residents agonize over their oral boards, reliving every answer they gave during their exams. Arizona's close childhood friend comes to Seattle Grace for medical help. The doctors work on a patient who is missing one third of his skull, and Julia asks Mark to start a family with her. Meanwhile, Catherine tells Richard that one of his residents has failed."
Season 8,171,23,"""Migration""",https://greysanatomy.fandom.com/wiki/Migration,"May 10, 2012",9.82,"The residents determine their future as they make their final decisions regarding post residency positions. Mark admits to Derek that he is torn between his love for Lexie and the fact that Julia can give him everything he’s ever wanted. Ben plans something extra special for Bailey, but she is preoccupied with her work and Arizona encourages her childhood friend, Nick, to have surgery. Meanwhile a couple on their third honeymoon come to the hospital complaining of mysterious symptoms."
Season 8,172,24,"""Flight""",https://greysanatomy.fandom.com/wiki/Flight,"May 17, 2012",11.44,"Faced with a life-threatening situation, the doctors must fight to stay alive while trying to save the lives of their peers. Bailey and Ben make a decision regarding their relationship, and Teddy is presented with a tempting offer. Meanwhile, Richard plans a special dinner for the residents."
Season 9,173,1,"""Going, Going, Gone""","https://greysanatomy.fandom.com/wiki/Going,_Going,_Gone","September 27, 2012",11.37,"Months after the plane crash, the doctors at Seattle continue to try and find a new sense of normalcy. With a new set of interns to put through the wringer, the new fellows and attendings get used to their roles while Cristina adjusts to her new life in Minnesota. But Mark's life hangs in the balance and it's clear that Seattle Grace Mercy West Hospital is not the same."
Season 9,174,2,"""Remember the Time""",https://greysanatomy.fandom.com/wiki/Remember_the_Time,"October 4, 2012",10.84,"In this flashback episode, return to the site of the plane crash and watch as each doctor tries to cope with the heartache and injuries caused by the crash. Meanwhile, back at Seattle Grace, everyone struggles to find a bit of normalcy amidst the chaos."
Season 9,175,3,"""Love the One You're With""",https://greysanatomy.fandom.com/wiki/Love_the_One_You%27re_With,"October 18, 2012",9.69,"The survivors from the crash are asked to make an almost impossible decision that will affect the rest of their lives. Meanwhile, tension grows between Jackson and April after they're forced to work together, and Alex tries to restrain himself with one of the interns."
Season 9,176,4,"""I Saw Her Standing There""",https://greysanatomy.fandom.com/wiki/I_Saw_Her_Standing_There,"October 25, 2012",8.76,"Aware that Derek might never operate again, Meredith stops talking about the surgeries she’s performing. Meanwhile, Richard calls on Dr. Catherine Avery to help him perform a complicated procedure, as things continue to heat up between Jackson and April; and Arizona’s struggle to accept her fate forces Callie and Alex to face their guilt."
Season 9,177,5,"""Beautiful Doom""",https://greysanatomy.fandom.com/wiki/Beautiful_Doom,"November 8, 2012",9.26,"In this Meredith & Cristina-centric episode, the two friends continue to cope with life after the plane crash and their ever-growing responsibilities at their respective hospitals. As Meredith juggles taking care of Zola with a case that hits close to home, Cristina assists Dr. Thomas on a challenging heart surgery."
Season 9,178,6,"""Second Opinion""",https://greysanatomy.fandom.com/wiki/Second_Opinion,"November 15, 2012",8.84,"As the doctors continue with their lawsuit, they're forced to confront the realities of their injuries. Meanwhile, Bailey tricks Arizona into helping her with a pediatric case, and Cristina tries to find normalcy in her new environment."
Season 9,179,7,"""I Was Made for Lovin' You""",https://greysanatomy.fandom.com/wiki/I_Was_Made_for_Lovin%27_You,"November 29, 2012",8.95,"Cristina and Owen continue to figure out their relationship amidst the pending lawsuit; and Bailey argues with Ben over plans for their upcoming nuptials. Meanwhile, Callie recruits Jackson to help find a solution to Derek’s hand, but he is preoccupied by a shocking situation with April."
Season 9,180,8,"""Love Turns You Upside Down""",https://greysanatomy.fandom.com/wiki/Love_Turns_You_Upside_Down,"December 6, 2012",9.1,"The new batch of interns find themselves involved in all the drama at Seattle Grace: Meredith asks Heather to go above and beyond to help fix Derek's hand; Cristina starts a healthy competition between Stephanie and Leah, which inadvertently leads to a medical emergency for Cristina's patient; Alex sees Jo in a new light as they work to save a baby's life, and April teaches Shane a valuable lesson during ""lumps and bumps"" duty."
Season 9,181,9,"""Run, Baby, Run""","https://greysanatomy.fandom.com/wiki/Run,_Baby,_Run","December 13, 2012",8.17,"As the rest of the doctors prepare for Bailey’s wedding, Richard helps her through a bout of pre-wedding jitters. Meanwhile, Lizzie butts heads with Meredith, and Callie and Jackson try to convince Derek to participate in a risky surgery that could fix his hand."
Season 9,182,10,"""Things We Said Today""",https://greysanatomy.fandom.com/wiki/Things_We_Said_Today,"January 10, 2013",9.34,"Bailey puts her wedding day on hold and continues her efforts to save Adele’s life, Cristina and Owen remain undecided about their pending divorce, while Arizona and Callie try to get their spark back. Meanwhile, the hospital becomes inundated with a group of bikers after a horrible accident."
Season 9,183,11,"""The End is the Beginning is the End""",https://greysanatomy.fandom.com/wiki/The_End_is_the_Beginning_is_the_End,"January 17, 2013",8.8,"Meredith,Derek,Cristina, andArizonareceive big news regarding the plane crash lawsuit, Richard avoidsCatherine'sromantic advances and Jackson takes on one ofMark Sloan'sold patients. Meanwhile, Derek begins recovery on his hand."
Season 9,184,12,"""Walking on a Dream""",https://greysanatomy.fandom.com/wiki/Walking_on_a_Dream,"January 24, 2013",9.01,"The Seattle Grace doctors are on edge when a new medical professional enters the hospital. Arizona struggles with the emotional and physical pain of a phantom limb and while battling pregnancy hormones, an overly-emotional Meredith is confronted with her worst fear."
Season 9,185,13,"""Bad Blood""",https://greysanatomy.fandom.com/wiki/Bad_Blood,"January 31, 2013",8.93,"As Derek and April work around the clock to find a solution for the hospital, Cristina struggles to respect the wishes of a family whose son is dying. Meanwhile, Arizona empathizes with a teenager who faces problems similar to her own."
Season 9,186,14,"""The Face of Change""",https://greysanatomy.fandom.com/wiki/The_Face_of_Change,"February 7, 2013",8.91,"Competition heats up as several of the doctors fight to become the new face of Seattle Grace. April brings in an emergency case, and Jackson and Alex work with a transgender teen couple. Meanwhile, the hospital implements new policies which test the patience of the staff."
Season 9,187,15,"""Hard Bargain""",https://greysanatomy.fandom.com/wiki/Hard_Bargain,"February 14, 2013",8.57,"As the hospital spirals closer to financial ruin, Owen must make some tough decisions, which includes foregoing an expensive surgery that could save the life of a child. Meanwhile, Alex and Jo work together to save the life of an infant, and April asks Jackson for dating advice."
Season 9,188,16,"""This is Why We Fight""",https://greysanatomy.fandom.com/wiki/This_is_Why_We_Fight,"February 21, 2013",8.75,"As word of Seattle Grace’s financial trouble spreads, Catherine encourages Jackson to move to Boston, and the interns fear they might lose their jobs. Meanwhile the doctors meet with a potential investor in a last-ditch effort to save the hospital, and Alex impresses Jo while caring for a patient."
Season 9,189,17,"""Transplant Wasteland""",https://greysanatomy.fandom.com/wiki/Transplant_Wasteland,"March 14, 2013",8.2,Discord and chaos created by new management causesone doctorto question his future at Seattle Grace. The doctors and interns juggle multiple transplant surgeries simultaneously.
Season 9,190,18,"""Idle Hands""",https://greysanatomy.fandom.com/wiki/Idle_Hands,"March 21, 2013",9.39,"As the hospital continues to make positive changes under the new management, the doctors begin to realize that owning a hospital comes with its own set of problems and responsibilities. Meanwhile, Meredith worries about the wellbeing of her unborn baby, Callie and Arizona try to get the spark back in their relationship, and Alex gives Jo's new boyfriend a run for his money."
Season 9,191,19,"""Can't Fight This Feeling""",https://greysanatomy.fandom.com/wiki/Can%27t_Fight_This_Feeling,"March 28, 2013",9.02,"A gas tanker explodes on a Seattle highway, causing multiple injuries — including paramedic Matthew; Meredith and Jo help a frantic mother whose child is suffering from a mysterious illness; and Owen bonds with a young boy whose parents are in critical condition. Meanwhile, true colors are revealed when Alex is forced to work with Jo's boyfriend on an ailing patient."
Season 9,192,20,"""She's Killing Me""",https://greysanatomy.fandom.com/wiki/She%27s_Killing_Me,"April 4, 2013",8.58,"Upon receiving some unsettling news, Meredith and Derek take preventative steps for their children’s future. A group of Syrian doctors arrive at Grey Sloan Memorial Hospital for a crash course in basic surgical skills that they plan to apply in the field; and April decides to come clean to Matthew regarding the truth about her virginity. Meanwhile, multiple post-op patients develop infections, causing one doctor to wonder if she is at fault."
Season 9,193,21,"""Sleeping Monster""",https://greysanatomy.fandom.com/wiki/Sleeping_Monster,"April 25, 2013",8.24,"Bailey finds herself at the center of a CDC investigation surrounding the death of several of her patients, as Jackson and the rest of the board members argue over how to address the crisis with the public. Meanwhile, Cristina teases Alex about his unspoken feelings for Jo, and Owen continues to take special care of Ethan as the condition of his parents remains uncertain."
Season 9,194,22,"""Do You Believe in Magic""",https://greysanatomy.fandom.com/wiki/Do_You_Believe_in_Magic,"May 2, 2013",8.87,"The doctors reach out to Bailey but she continues to shut everyone out. After an incident with Ethan’s grandmother, Owen fears the child could end up in foster care and a new craniofacial specialist arrives at Grey Sloan Memorial Hospital to work on a young patient. Meanwhile, a magician’s assistant is rushed into the ER after a magic trick goes terribly wrong."
Season 9,195,23,"""Readiness is All""",https://greysanatomy.fandom.com/wiki/Readiness_is_All,"May 9, 2013",8.97,"The doctors of Grey Sloan Memorial Hospital prepare for a super storm heading towards Seattle. Owen's desire to be a parent gets stronger as he becomes closer to Ethan. One wrong move puts the lives of Meredith and her baby in jeopardy. Meanwhile, Jo looks to Alex for help in a moment of crisis, and one doctor gets the shock of her life."
Season 9,196,24,"""Perfect Storm""",https://greysanatomy.fandom.com/wiki/Perfect_Storm,"May 16, 2013",8.99,"Grey Sloan Memorial Hospital enters crisis mode as the storm rages, resources become scarce, and patients flood in by the busload. Meanwhile, one of the doctors fights for their life."
Season 10,197,1,"""Seal Our Fate""",https://greysanatomy.fandom.com/wiki/Seal_Our_Fate,"September 26, 2013",9.27,"TheGrey Sloan Memorial Hospitaldoctors are faced with the devastation left by the storm. A giant mudslide in Seattle injures a group of first responders and citizens, causing the already shorthanded ER to spring into action. Meanwhile, Meredith is faced with a tough decision that will affect the life of a loved one, Callie is rocked by the reality of Arizona’s infidelity, and Richard’s life is in extreme danger."
Season 10,198,2,"""I Want You With Me""",https://greysanatomy.fandom.com/wiki/I_Want_You_With_Me,"September 26, 2013",9.27,"The fight continues to save those affected by the storm, Callie makes a bold decision regarding her relationship, and the doctors come together upon receiving devastating news."
Season 10,199,3,"""Everybody's Crying Mercy""",https://greysanatomy.fandom.com/wiki/Everybody%27s_Crying_Mercy,"October 3, 2013",9.6,"Meredith and Derek adjust to life at home with a newborn, but find it difficult being away from the hospital. Arizona tries to takes steps to fix her broken marriage. Alex and Jo navigate through their new relationship. Owen clashes with Jackson over financial issues at the hospital. Meanwhile, April anxiously awaits her boards results."
Season 10,200,4,"""Puttin' on the Ritz""",https://greysanatomy.fandom.com/wiki/Puttin%27_on_the_Ritz,"October 10, 2013",8.79,"The doctors of Grey Sloan Memorial throw a fundraising gala which turns wildly competitive after Jackson makes a rash promise. Back at the hospital, Bailey’s patience is tested when she has to deal with several extremely difficult patients. Meanwhile, Shane and Stephanie handle an incredibly busy ER by themselves and Alex reveals an emotional secret to Jo."
Season 10,201,5,"""I Bet It Stung""",https://greysanatomy.fandom.com/wiki/I_Bet_It_Stung,"October 17, 2013",8.78,"Meredith jumps back into work but finds it hard to excel at both motherhood and being a surgeon. Stephanie tries to make a good impression on Jackson's mom, and Jo finds herself overly involved with her new patient. Meanwhile, Callie and Owen deal with an emotional situation regarding a patient."
Season 10,202,6,"""Map of You""",https://greysanatomy.fandom.com/wiki/Map_of_You,"October 24, 2013",8.73,"Derek and Callie work on a brain mapping project. Richard encourages the interns to use his physical condition as a learning tool and after a discussion with Callie, Meredith considers continuing her mother’s research. Meanwhile, Shane continues to feel guilty about Heather’s death."
Season 10,203,7,"""Thriller""",https://greysanatomy.fandom.com/wiki/Thriller,"October 31, 2013",8.94,"It's Halloween and the doctors of Grey Sloan Memorial are hit with a barrage of spooky patients, which affects their own plans and puts one doctor’s well-being in jeopardy. Meanwhile, Derek collaborates with Ben on a new surgical technique and Richard angers Bailey when he asks a second year resident to perform his next surgery."
Season 10,204,8,"""Two Against One""",https://greysanatomy.fandom.com/wiki/Two_Against_One,"November 7, 2013",8.68,"The issues between Meredith and Cristina hit a boiling point when one of them ultimately betrays the other at the hospital. Derek tells Jackson that he needs to let go and allow the second year doctors to work on his patients and April and Matthew make a bold decision about their relationship. Meanwhile, Bailey has difficulties with Ben’s return."
Season 10,205,9,"""Sorry Seems to Be the Hardest Word""",https://greysanatomy.fandom.com/wiki/Sorry_Seems_to_Be_the_Hardest_Word,"November 14, 2013",8.56,"When an unexpected malpractice suit turns Callie’s world upside down, her supportive father arrives and shares an interesting secret with her. Meanwhile, through flashbacks, we learn some surprising details about Callie and Arizona’s marriage."
Season 10,206,10,"""Somebody That I Used to Know""",https://greysanatomy.fandom.com/wiki/Somebody_That_I_Used_to_Know,"November 21, 2013",8.61,"Ben worries that a casual conversation with Derek could potentially cause issues for Bailey. Cristina turns to Shane as tension grows with Meredith. And April’s upcoming wedding makes for an uncomfortable situation between Jackson and Stephanie. Meanwhile, Meredith plans a Thanksgiving dinner at her house."
Season 10,207,11,"""Man on the Moon""",https://greysanatomy.fandom.com/wiki/Man_on_the_Moon,"December 5, 2013",7.02,"April's sisters arrive to help celebrate April's upcoming nuptials and quickly get on her nerves. Matthew and Jackson are forced to work together when they witness a terrible accident, Callie and Arizona work hard to reestablish their relationship, and Cristina is pressured to live stream an upcoming surgery. Meanwhile, a familiar face returns to the hospital."
Season 10,208,12,"""Get Up, Stand Up""","https://greysanatomy.fandom.com/wiki/Get_Up,_Stand_Up_(Grey%27s_Anatomy)","December 12, 2013",8.36,"On the day of April’s wedding, the Grey Sloan Memorial doctors are all preoccupied with their own drama. Meredith and Cristina continue to argue about their research and careers, Bailey comes clean to Ben about her feelings regarding him moving back to Seattle, and Shane puts himself in a risky situation. Meanwhile, Derek gets a phone call that will change his life."
Season 10,209,13,"""Take It Back""",https://greysanatomy.fandom.com/wiki/Take_It_Back,"February 27, 2014",9.42,"The doctors face the consequences of the events that took place at April's wedding. Meredith feels betrayed when Derek goes back on a promise, Alex is furious after returning to the hospital and hearing the news about his father, and Arizona and Callie decide whether or not to move forward together. Meanwhile, Bailey realizes she was wrong about the motive behind Ben's decision to move back to Seattle."
Season 10,210,14,"""You've Got to Hide Your Love Away""",https://greysanatomy.fandom.com/wiki/You%27ve_Got_to_Hide_Your_Love_Away,"March 6, 2014",8.21,"After an anonymous complaint is issued by one of their own, the hospital implements a non-fraternizing policy causing the couples to panic. Meanwhile, Emma and Owen talk about the future, Cristina and Meredith enjoy a little girl time, and Richard enlists the residents to help research a rare cancer case."
Season 10,211,15,"""Throwing it All Away""",https://greysanatomy.fandom.com/wiki/Throwing_it_All_Away,"March 13, 2014",7.36,"Arizona has a bad day which escalates when she advises one of Callie's patients on a potential double amputation. Derek goes back on a promise to Callie, and Jo and Stephanie come across an abandoned baby outside the hospital. Meanwhile, the doctors deal with the repercussions of the non-fraternization rule, which include meetings with HR and one doctor's suspension."
Season 10,212,16,"""We Gotta Get Out of This Place""",https://greysanatomy.fandom.com/wiki/We_Gotta_Get_Out_of_This_Place,"March 20, 2014",8.09,"It's Richard's birthday and Bailey invites him to scrub in on the case of a lifetime. Meredith hires a research assistant to help with her portal vein project. A scorned Callie gives Derek quite the shock. Meanwhile, Shane helps screen candidates for Cristina's clinical trial and meets a young expectant mother who needs his help."
Season 10,213,17,"""Do You Know?""",https://greysanatomy.fandom.com/wiki/Do_You_Know%3F,"March 27, 2014",8.42,Cristina imagines the two routes her life can take based on one decision she makes. Meanwhile one of the hospital’s patients decides whether or not to live.
Season 10,214,18,"""You Be Illin'""",https://greysanatomy.fandom.com/wiki/You_Be_Illin%27,"April 3, 2014",8.28,"The hospital gets inundated with flu infected patients, which causes the doctors to slowly fall ill one by one. Derek must fight off the sickness as he prepares to give a speech on brain mapping and the residents place bets on who will fall ill first. Meanwhile, a new doctor at the hospital gives Alex a glimpse into an alternate form of medical practice."
Season 10,215,19,"""I'm Winning""",https://greysanatomy.fandom.com/wiki/I%27m_Winning,"April 10, 2014",8.18,"Cristina is nominated for a Harper Avery and although most of her fellow doctors are ecstatic, she won't let herself get too excited. Bailey continues to work on a young boy without an immune system. Alex considers making a change, and Derek and Callie work with a machine that can recognize emotions. Meanwhile, Richard gives the residents a pep talk about the exciting projects going on around the hospital."
Season 10,216,20,"""Go It Alone""",https://greysanatomy.fandom.com/wiki/Go_It_Alone,"April 17, 2014",8.45,"Cristina enlists Meredith to help her prepare an acceptance speech for her possible Harper Avery win and while Owen offers to attend the ceremony with her, she insists on going alone. Meanwhile, Derek feels overwhelmed between his responsibilities at home and at the hospital. April and Jackson come to a disagreement on children and religion, and Callie and Arizona try to reconnect in their marriage."
Season 10,217,21,"""Change of Heart""",https://greysanatomy.fandom.com/wiki/Change_of_Heart,"April 24, 2014",7.99,"Jackson is given the daunting task of delivering disappointing news to the doctors. Meanwhile, Derek's sister Amelia drops by for a surprise visit, Richard surprises Catherine in Boston and when Bailey gets frustrated by the slow pace of her research, she makes a risky decision."
Season 10,218,22,"""We Are Never Ever Getting Back Together""",https://greysanatomy.fandom.com/wiki/We_Are_Never_Ever_Getting_Back_Together,"May 1, 2014",8.81,"Cristina looks to Meredith for advice as she assesses her future at the hospital. Derek and Amelia work together on a difficult surgery involving conjoined twins. Meanwhile, Jo is spread too thin when she tries to work on several cases at once and Stephanie realizes the truth about Bailey’s bubble boy case."
Season 10,219,23,"""Everything I Try to Do, Nothing Seems to Turn Out Right""","https://greysanatomy.fandom.com/wiki/Everything_I_Try_to_Do,_Nothing_Seems_to_Turn_Out_Right","May 8, 2014",7.95,"With Derek away, Meredith spends time with Amelia and finds out her true feelings about her time in Seattle. Bailey deals with the ramifications of her actions and Callie receives devastating news. Meanwhile, the residents panic after hearing that one of them will be fired."
Season 10,220,24,"""Fear (of the Unknown)""",https://greysanatomy.fandom.com/wiki/Fear_(of_the_Unknown),"May 15, 2014",8.92,"The doctors of Grey Sloan Memorial Hospital bid an emotional farewell to the beloved Cristina Yang. A possible act of terrorism rocks Seattle and causes chaos at the hospital. Meanwhile, Meredith makes a life-changing decision and one doctor receives shocking news."
Season 11,221,1,"""I Must Have Lost It on the Wind""",https://greysanatomy.fandom.com/wiki/I_Must_Have_Lost_It_on_the_Wind,"September 25, 2014",9.81,"With Cristina gone, a new doctor, Maggie Pierce, making the rounds, and Derek wanting to move to Washington D.C., Meredith struggles to regain a sense of normalcy both at home and in the hospital. Meanwhile, Callie and Arizona come to a decision about surrogacy, Amelia overhears a big secret, Bailey realizes she will have to fight Alex for Cristina’s board seat, and a freak accident causes two teenagers to be caught in a very compromising position."
Season 11,222,2,"""Puzzle With a Piece Missing""",https://greysanatomy.fandom.com/wiki/Puzzle_With_a_Piece_Missing,"October 2, 2014",9.44,"In this Maggie centric episode, she continues to try to make a positive impression at the hospital but finds herself in extremely unfortunate situations. Meanwhile, Richard continues to hold onto his secret and the doctors work with a dying woman who is being kept alive by her daughter."
Season 11,223,3,"""Got to Be Real""",https://greysanatomy.fandom.com/wiki/Got_to_Be_Real,"October 9, 2014",8.48,"Owen introduces Callie to the Veterans Hospital patients in hopes that she will help them with her robotic limb lab, Jo becomes jealous of Alex and Meredith’s friendship, and Maggie continues to confide in Richard. Meanwhile, Alex and Bailey prepare to go in front of the board."
Season 11,224,4,"""Only Mama Knows""",https://greysanatomy.fandom.com/wiki/Only_Mama_Knows,"October 16, 2014",8.43,"Secrets from Ellis Grey’s past come to light when Meredith watches old videos and reads through her mother’s journals. Meanwhile, Maggie rocks the hospital with an unexpected announcement. Alex gets new responsibilities and Callie focuses her attention on the Veterans' project."
Season 11,225,5,"""Bend & Break""",https://greysanatomy.fandom.com/wiki/Bend_%26_Break,"October 23, 2014",8.62,"In this Callie and Arizona centric episode, the couple takes a look into the problems that have contributed to their troubled marriage. At work, Callie immerses herself in the Veterans' project, and Arizona struggles to impress Dr. Herman. Meanwhile, Richard leans on Bailey for advice."
Season 11,226,6,"""Don't Let's Start""",https://greysanatomy.fandom.com/wiki/Don%27t_Let%27s_Start,"November 6, 2014",8.08,"Owen becomes invested in a patient when he realizes she may have served in the military, April's mother pays her daughter a visit and bonds with Jackson, and Derek plans a family dinner. Meanwhile, a patient's diagnosis causes Bailey to reconsider her own health issues and Dr. Herman drops a bombshell on Arizona."
Season 11,227,7,"""Could We Start Again, Please?""","https://greysanatomy.fandom.com/wiki/Could_We_Start_Again,_Please%3F","November 13, 2014",8.36,"Secrets about Amelia's past addictions come to light and cause problems for her at the hospital, Bailey oversees Jo’s first solo surgery, and Arizona must make an executive decision in Dr. Herman’s absence. Meanwhile, the doctors spring into action when a couple arrives at the emergency room after escaping a fire."
Season 11,228,8,"""Risk""",https://greysanatomy.fandom.com/wiki/Risk,"November 20, 2014",8.33,"Maggie and Meredith disagree with Derek about the best way to approach a patient’s case, which leads to a bigger argument between the couple. Meanwhile, Callie feels responsible when one of her veterans is pushed too far and one doctor’s routine procedure results in a devastating diagnosis."
Season 11,229,9,"""Where Do We Go From Here""",https://greysanatomy.fandom.com/wiki/Where_Do_We_Go_From_Here,"January 29, 2015",8.71,"As Derek prepares for his move to DC, Meredith keeps herself busy at the hospital. Meanwhile, Jackson and April deal with difficult news, and Arizona and Amelia discuss how to best approach Dr. Herman."
